Date,SPX,GLD,USO,SLV,EUR/USD,year,month,day,dayofyear,week,ret_SPX,ret_USO,ret_SLV,ret_EURUSD,ret_GLD,vol_SPX_7,vol_GLD_7
2008-01-11,1401.02002,88.580002,73.089996,16.077,1.479006,2008,1,11,11,2,-0.013595387408698811,-0.012564185864530675,0.000996139655305539,-0.0007391392473481417,0.0037393994334276037,0.014375948597595606,0.01164620601571844
2008-01-14,1416.25,89.540001,74.25,16.280001,1.4869,2008,1,14,14,3,0.010870636952068802,0.015870899760344725,0.012626796044037825,0.0053373684758548645,0.01083764933760123,0.015490669825382592,0.01175952684579034
2008-01-15,1380.949951,87.989998,72.779999,15.834,1.48021,2008,1,15,15,3,-0.02492501253309798,-0.019797993265993186,-0.027395637137860085,-0.004499293832806561,-0.017310732440130372,0.015577760060725579,0.014384023567041037
2008-01-16,1373.199951,86.699997,71.849998,15.654,1.466405,2008,1,16,16,3,-0.005612078840647294,-0.012778249694672339,-0.011367942402425113,-0.009326379365090176,-0.014660768602358654,0.015342861248944586,0.0159346266575982
2008-01-17,1333.25,86.5,71.029999,15.717,1.464,2008,1,17,17,3,-0.02909259570749867,-0.011412651674673646,0.00402453047144502,-0.0016400653298372925,-0.0023067705527139992,0.017384504803258392,0.013185432315139287
2008-01-18,1325.189941,87.419998,71.540001,16.030001,1.461796,2008,1,18,18,3,-0.006045422088880481,0.007180093019570455,0.01991480562448289,-0.0015054644808741857,0.010635815028901874,0.015164636859380177,0.01374953961590619
2008-01-22,1310.5,88.169998,70.550003,15.902,1.464794,2008,1,22,22,4,-0.011085158848183618,-0.01383838392733594,-0.007985089957261993,0.0020509017674148478,0.008579272673971072,0.01328540170375795,0.011818412578039434
2008-01-23,1338.599976,87.889999,69.5,15.9,1.463208,2008,1,23,23,4,0.021442179320869892,-0.01488310354855693,-0.0001257703433529267,-0.0010827461062783428,-0.00317567206931324,0.018047489863732048,0.011735696206515392
2008-01-24,1352.069946,90.080002,70.93,16.299999,1.47741,2008,1,24,24,4,0.01006272989803203,0.020575539568345347,0.025157169811320657,0.009706070497154107,0.024917544941603476,0.01792115161545739,0.014895424785925516
2008-01-25,1330.609985,90.300003,71.910004,16.298,1.467502,2008,1,25,25,4,-0.015871931081293367,0.013816495136049545,-0.0001226380443336561,-0.006706330673272642,0.002442284581654519,0.016648408046049976,0.012544005796840719
2008-01-28,1353.959961,91.75,72.349998,16.549999,1.478809,2008,1,28,28,5,0.017548324650517255,0.006118675782579519,0.015461958522518193,0.007704929874030819,0.016057552068962755,0.018718955820871127,0.010167226585582978
2008-01-29,1362.300049,91.150002,72.980003,16.534,1.477192,2008,1,29,29,5,0.006159774469135737,0.00870774039275024,-0.0009667070070518147,-0.0010934474972764674,-0.006539487738419614,0.014420967784600745,0.010986609514731757
2008-01-30,1355.810059,92.059998,73.080002,16.674999,1.483107,2008,1,30,30,5,-0.004763994543466432,0.0013702246627751435,0.008527821458812257,0.004004218815157223,0.009983499506670324,0.014292002731958244,0.0109589001437264
2008-01-31,1378.550049,91.400002,72.349998,16.818001,1.486503,2008,1,31,31,5,0.016772253494543587,-0.009989107553664223,0.008575832598250788,0.0022897875878138407,-0.0071691941596608855,0.013454585613970432,0.012234632242462375
2008-02-01,1395.420044,89.349998,70.470001,16.618999,1.479991,2008,2,1,32,5,0.012237491857649552,-0.02598475538313083,-0.011832678568636124,-0.004380751333835087,-0.02242892729914825,0.012241220071841979,0.016015662646619733
2008-02-04,1380.819946,89.099998,71.370003,16.514999,1.4828,2008,2,4,35,6,-0.010462869630386229,0.012771420281376233,-0.006257897963649839,0.0018979845147706342,-0.0027979855131053943,0.013504737771569979,0.012602384966486364
2008-02-05,1336.640015,87.68,70.150002,16.167,1.463807,2008,2,5,36,6,-0.031995432227048703,-0.017094030386967995,-0.021071693676759984,-0.0128088751011598,-0.015937127181529176,0.017928151729407045,0.013526534650034908
2008-02-06,1326.449951,88.949997,69.019997,16.375,1.46171,2008,2,6,37,6,-0.007623641283849958,-0.01610841008956776,0.012865714108987403,-0.0014325659052046857,0.014484454835766325,0.01647064872340308,0.013143091941073477
2008-02-07,1336.910034,89.849998,69.800003,16.67,1.44789,2008,2,7,38,6,0.007885772842099348,0.01130115957553568,0.01801526717557267,-0.009454679792845533,0.010118055428377293,0.01663938050889233,0.014148743082579358
2008-02-08,1331.290039,91.0,72.900002,17.025999,1.557099,2008,2,8,39,6,-0.004203719664804373,0.04441259121435848,0.02135566886622664,0.07542631000973832,0.012799132171377403,0.016628380108633614,0.014578498704983872
2008-02-11,1339.130005,91.330002,74.550003,17.4,1.4502,2008,2,11,42,7,0.005888999219050062,0.02263375795243472,0.021966464346673487,-0.06865266755678356,0.0036263956043955936,0.014952115528101433,0.014456935418232448
2008-02-12,1348.859985,89.330002,73.589996,17.033001,1.458194,2008,2,12,43,7,0.0072658964877723164,-0.012877356959999142,-0.021091896551724165,0.005512343125086305,-0.02189860895875162,0.01414649260188232,0.01432067628069828
2008-02-13,1367.209961,89.440002,74.110001,17.132,1.455604,2008,2,13,44,7,0.013604062841259257,0.0070662457978663,0.0058121877642114406,-0.001776169700328012,0.0012313892033721796,0.015395857236916983,0.014267707395209757
2008-02-14,1348.859985,89.709999,75.760002,17.087,1.464408,2008,2,14,45,7,-0.013421476235134011,0.02226421505513132,-0.0026266635535839855,0.006048348314514174,0.0030187499324965117,0.009815335449284935,0.012255848509304073
2008-02-15,1349.98999,89.150002,75.93,16.952,1.46761,2008,2,15,46,7,0.00083774818184712,0.002243901735905496,-0.007900743255106146,0.0021865491038017826,-0.0062423030458399476,0.0090155786811805,0.011600882322779298
